PUBCHEM_SID	1UA2	3RGF	3BLR	2YEX	3NR9	2I1M	3BHY	4YLK	3HNG	4RT7	2DQ7	4TND	1Q41	4IVA	4HVD	3VO3	3MPM	3S95	3VVH	1S9I	4OBO	2QD9	4L7F	3E7O	3PLS	2XNM	4PMM	4AT5	4YMJ	2X4Z	5GRN	3R04	5EZV	5BX6	1XJD	4I4E	2X2M	3V8S	4NW6	5G1X	4IM0	3F66	4HCU	2RKU	4GV1	2JDO	4B6L	3POZ	3PP0	4K33	1T46	4X7Q	5H2U	4GIH	4WOT	3HDM	5UYJ	3OY1	4BKY	3ZBF	4U8Z	2WEL	2V7O	4F9C	4GCJ	2YCF	2CMW	2C47	4HGS	2NRU	4QTE	2HW7	2Y7J	4CRS	3KN5	3WF7	4MXO	4KWP	3FXZ	5LI9	4USF	4TWC	5JZN	5NKF	3BBT	1CM8	4EYJ	3FHR	5MY8	5HES	5L0N	5JIX	5U6B	5EBZ	4E93	5EAK	3FZT	4FYO	4KIK	1X8B	4XV2	3SXS	4CLJ	4RFZ	2VZ6	4AU8	5HU9	3EQR	3Q4U
103905390	5.6	5.9	5.8	5.1	5.5	5.6	5.9	5.9	6.4	5.6	6.1	5.4	5.6	5.8	5.8	5.7	5.6	5	5.6	5.4	5.6	5.4	5.5	5.4	5.4	5	5.6	5.4	5.5	5.3	5.6	5.2	5.5	7.1	6.2	5.2	5.5	7.5	6	5.8	5.5	5.6	5.8	5.1	5.5	5.1	5.1	5.7	5.8	5.7	5.9	5.8			7.3										5.1	5.1				5	5.1							5.2	5			5.1		5.1	5.4	5.2	5.1	5						5.4		5.1			5.5				5.2	5.2	5.1	5.6	6.2	5.4	5.4
103904284				5.1	5.4	6.7	5.9	5.7	7.3	8.5	6.3		5.2	5.8	5.8	6.8	6.9	5.9			5.8		5.5	5.4		6.2	5.8	5.8	6.7	5.3		5	5.8	5.1		5.8	7.1	5.7	5.5	8.3		6.1	5.8	5.1	5.1	5.1	5.6	5.7	5.8	5.7	5.9	5.8	5.6	5.7	6.5	5.4			5.8	5.7	6.6	5.4	5.3	5.9	5.1	5.8	7.7	6.1	6	5.4	5.1	6.5	5.3	5.1		6	5.7	5.2	5	5.5	6.4	5.8	5	5.5	5.4	5.2	5.1	5	5.3	6.3	5.7	5.8	6.4		5.7	6.2	5.8	6.1					5.9	5.9		5	6.6		
103904307				5.1	5.4	8.1	5.9	5.2	9	8.2	6.1		5.2	6.3	5.9	8.5	7.2	6.1			6		5.5	5.8		6.4	6.9	6.9		5.3		5	5.2	5.1		6.3		6.3	5.1	7.5		7	7	5.1	5.1	5.1	5.1	5.7	5.8	7	8.5	5.8		5.7	6.8	5.2			6.2		6	5.2	5.3	5.9	5.1	5.6	5.3	5.3		5	5.1	6	5.3	5.1	6.7	7.2	6.2	5.2	5		6.8	5.3	5	6.9	5.4	5.2	5.5	5	5.5	5.3	5.7	5.8	8.5	5.4		6.2	5.8		5.5							5	7.4		
103904314		5.8		5.1	5.4	8.7	5.9	5.7	7.2	8.9	8	5.4	5.2	5.6	5.3	8.3	8.8	6.9	5.9		6.2		5.5	5.7	6.7	7.2	7.6	7.3		5.3	7.3	5.2	5.5	5.1		6	7.5	5.7	5.4	8.4		8.1	7.8	5.1	5.1	5.1	6.3	6.5	5.9	7.1	5.2	5.8		5.7	6.4	5.7		5.5			7.6				5.1	6.3				5	5.1					7	7.5	5.2	5.4			5.9		6.6	6	5.2	5.1	5						5.4		7.4		5.9	5.5				5.7			5	8.7	6	6.7
103904334				5.1	5.4	7.8	5.9	5.2	8.5	7.4	6.1		5.2	5.9	5.8	7.7	5.7	5.4			5.8		5.5	6.1		5	5.9	5.8	7.3	5.3		5.2	5.4	5.1		6.2	7	5.4	5.5	6.4		5.5	5.8	5.2	5.1	5.1	5.3	5.7	5.8	5.7	6.6	5.8	5.6	5.7	6.1	5.3			5.8	5.7	5.8	5.2	5.2	5.9	5.2	5.4	5.6	5.5	5.2	5	5.1	5.5	5.5	5.1	6.6	6.1	5.8	5.2	5.1	5.3	5.5	5.1	5.3	5.9	5.4	5.2	5.3	5	5.7	5.1	5.7	5.8	7.3	5.8	5.9	5.5	5.8	5.8	5.8				7.3	5.9		5	6.2		
103904516				5.1	5.4	5.6	5.9	6.9	6.4	5.6	6.1		7	5.8	5.8	5.1	5.6	5			5		5.5	5.4		5	5.6	5.3	5.9	5.3		5.5	6.3	6.5		5.8		6.9	5.7	6.5		5.5	5.8	5.1	5.5	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	7.5	5.8			5.9	5.7	5.1	5.2	5.2	5.9	6.2	5.8	5.2	5.1	5.2	5	6.1	5.2	5.3	6	7		5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	6.1	5.8	5.7		5.7	5.6	5.8	5.8					5.9	5.9		5.7	6.2		
103904547				5.1	5.4	5.6	5.9	5.6	6.4	5.6	6.1		7.5	5.8	5.8	5.1	5.6	5			5		5.5	5.4		5	5.6	5.3	5.9	5.3		5	5.8	5.1		5.8	5.9	5	5.1	5.8		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.6	5.1			5.8	5.7	5.1	5.2	5.2	5.9	5.1	5.8	6.5	6.6	6.2	5	5.1	5	5.3	5.1	5.7	5.2	5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.9	5.8	5.7		5.7	5.1	5.8	5.8					5.9	5.9		5.3	6.2		
103904557				5.3	5.4	5.6	5.9	5.6	6.4	5.6	6.1		6.6	5.8	5.8	5.1	5.6				5.6		5.5	5.4		5	5.6	5.3	5.9	5.3		5	5.8	7.6			5.9	7.7	6.4	5.8		5.5	5.8	5.1	6.2	5.9	5.1	5.7	5.8	5.7	5.9	5.8		5.7		6.7			5.8	5.7	5.1	5.2	5.2	5.9	5.7	5.8	5.2	5.1	5.2	5	6.6	5	5.3	7.1	6.7	6.4	5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	6	7.3			5.7	5.1		5.8					5.9	5.9		5.1	6.2		
103904560				5.1	5.4	5.6	5.9	7.1	6.4	5.6	6.1		5.2	5.8	5.8	5.1	5.6				6.1		5.5	5.4		5	5.6	5.3	5.9	5.3		5.3	5.8	6.9			5.9	7.7	6	5.8		5.5	5.8	5.1	6.4	6.2	5.1	5.7	5.8	5.7	5.9	5.8		5.7		6			5.8	5.7	5.1	5.2	5.2	5.9	5.7	5.8	6	5.6	5.8	5	5.2	5.2	5.3	6.9	5.7	6.1	5.7	5.2	5	5.3	5	5.6	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.8	5.8			5.7	5.1		5.8					5.9	5.9		5	6.2		
103904783				5.1	5.4	6.2	5.9	5.2	6.8	5.7	7.5		5.2	5.8	5.8	6.7	7.2	6.4			5.8		5.5	5.6		5	5.6	6.5	6.5	5.3		5	5.2	5.8		5.8	8	5.3	6.8	5.8		5.5	5.8	5.1	5.1	5.1	5.1	6.7	6.2	5.9	6.3	5.8	8.1	5.7	5.5	5			5.8	5.7	5.4	5.2	5.2	5.9	5.1	5.6	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	6.3	7.4	5.2	5		5.8	6.7	5	6.9	6.7	5.2	5.1	5	5.1	5.3	5.7	5.8	5.7	5.4	5.7	5.6	5.8	5.8	5.5				5.9	7.2		5	6.6		
103904811				5.2	5.4	8.5	5.9	5.2	9.4	8.8	6.2		5.6	5.8	5.8	8	6.7	5.1			6.1		5.5	5.4		5	6.3	6		5.3		5.3	5.5	5.1		5.8		5	5.9	5.4		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	6	7.7	5.8		5.7	5.1	5			7.2		5.1	5.9	5.5	5.9	5.4	5.7	5.2	5.1		5	5.1	5.2	5.8	5.4	5.8	6.8	5.9	5.2	5		5.9	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	6	6.2	6.8	5.4		5.1	5.8		5.8							5	6.2		
103905096				5.1	5.4	5.6	5.9	5.2	6.4	5.6	6.1		5.7	5.8	5.8	5.1	5.6				6.1		5.5	5.4		5.4	5.6	5.3	5.9	5.3		5.6	5.8	5.3			6	7	6.1			5.5	5.8	5.1	5.1	5.3	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	7.8	5			5.8	5.9	6.3	5.2	5.2	5.9	5.6	5.8	5.2	5.1	5.2	5.3	5.1	5	5.4	5.2		5.6	5.7	5.2	5	5.6	5.1	5.1	5	5.5	5.4	5.6	5.1	5.3	6.1	5.1	5.7	5.8				5.2		5.8					5.9	5.9		5	6.2		
103905185		5.4		5.1	5.4	6.2	5.9	5.7	5.4	5.7	6.1	5.4	5.4	5.6	5.3	5.6	5.3	5	5.5		5.3			8.4		5	5.6	5.3		5.3	5.5	5.2	5	5.4	5.6	5.2	5.4	5.5	5.4	5.2	5.5	5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.8	5.8	5.6	5.7	5.7	5.2	5.6	9.1	6.8	5.5	5.6			5.9	5.1	5		5.1		5	6.7	5	5.3	5.1	5.7	6.1	5.7	5.2	5		5	5.6	5	5.1	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4		5.2	5.8		5.5				5.2	5.2	5.5	5	6.2	5.4	5.4
103905567	5.4	5.4	5.8	5.5	5.4	5.6	5.9	5.7	6.4	5.6	6.4			5.8	5.8		5.9						5.5				5.6		5.9							5.8	5.9						5.8	5.1	5.1	5.1	5.1		8.8	5.7	5.9	5.8	5.6	5.7		5			5.8	5.7	5.1	5.2	5.2	5.9	5.1	5.5	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	5.2	6.2	5.2	5	5.3	5	5.1	5	5.3	7.6	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4	5.7	5.1	5.8	5.8	5.5				5.9	5.9	5.2	5.5	6.2	5.4	5.4
103905577				5.1	5.4	5.6	5.9	6.3		5.6	6.1		5.2	5.8	5.8	5.1	5.6	5.4			6		5.5	5.4		5	5.6	5.3	5.9	5.3		5.1	5.8	5.6		5.8	6.5	6.7	6.5	5.8		5.5	5.8	5.1	5.1	5.1	5.2	5.9	5.8	5.7	5.9	5.8	5.6	5.7	7.2	6.2			6.2	5.7	5.3	5.3	5.6	5.9	5.5	5.8	5.6	5.7	5.2	5.1	5.2	5.9	5.3	6.3		6.6	5.7	5.2	5	5.3	5	5.6	5	5.5	5.4	5.2	5.1	5	5.9	5.6	5.8	5.8	6.1		5.7	5.5	5.8	6					5.9	5.9		5	6.2		
103904329				5.1	5.3	6.3	5.9	5.2	7.4	8.8	6.1		5.3	5.8	5.8	7.6	7	5.5			6.4		5.5	5.4		5.9	5.6	5.3	6.8	5.3		5	6	5.1		5.8	7.6	6	5.4	5.8		5.5	5.8	5.1	5.1	5.1	5.9	5.7	5.8	5.7	5.9	5.9	5.6	5.7	5.8	5			5.8	5.7	6.1	5.2	5.2	5.9	5.1	5.8	7.7	6.1	5.7	5.6	5.1	6.5	5.3	5.1		5.9	5.7	5.2	5	5.3	6.3	5.6	5	5.5	5.4	5.2	5.6	5	5.1	6	5.7	5.8	5.9		5.7	5.1	5.8	5.8					5.9	5.9		5	6.2		
103904443				5.1	5.3	5.6	5.9	5.2	7.8	7.4	6.5		5.2	5.8	5.8	6.9	6.9	5			5.5		5.5	5.4		5.8	5.8	5.9		5.3		5	5.8	5.1		6.4	7.1	5.9	5.5	7.3		5.7	6.1	5.1	5.1	5.1	5.4	5.7	5.8	5.7	5.9	5.8	5.6	5.7	6.5	5			5.8	5.7	6.2	5.2	5.2	5.9	5.1	6.5	5.2	5.1	5.2	5	5.1	5.9	5.3	5.1	6	6.4	5.7	5.2	5	5.3	5.9	5.1	5	5.5	5.6	5.2	5.1	5	5.2	5.1	5.7	5.8	7.1			6.2	6.1	5.8						5.9		5	6.3		
103904546				5.1	5.3	5.6	5.9	6.5	6.4	5.6	6.1		5.2	5.8	5.8	5.1	5.6	5			5		5.5	5.4		5	5.6	5.3		5.3		5	5.2	5.3		5.8	5.9	5.8	5.1	5.4		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	6.7	5			5.8		5.1			5.9	5.1	5.3		6.1		5	5.8	5	5.3	5.1	5.7	8.4	5.7	5.2	5		5	5.1	5	5.1	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4		5.1	5.8		5.5				5.9			5	6.2		
103904552				5.1	5.3	5.6	5.9	5.6	6.4	5.6	6.1		6.8	5.8	5.8	5.1	5.6				5.7		5.5	5.4		5	5.6	5.3	5.9	5.6		5	5.8	7.6		5.8	5.9	7.3	5.8	5.8		5.5	5.8	5.1	5.7	5.4	5.1		5.8	5.7	5.9	5.8	5.6	5.7	8.6	5.8			5.8	5.7	5.1	5.2	5.2	5.9	5.5	5.8	5.2	5.1	5.2	5	6.6	5	5.3	6.6	6.9	5.2	5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.3	5	5.1	5.1	7.8	7.5	5.7		5.7	5.1	5.8	5.8					5.9	5.9		5.2	6.2		
103904690				5.1	5.3	6	5.9	5.5		6.3			5.2			5.1	5.6				6.2		5.5	5.5		5	5.6	5.3	5.9	5.3		5.1	5.8	5.1			5.9	5.8	5.2			5.5		5.1	5.1	5.1		5.7		5.7	5.9	5.8		5.7	7	5			5.8		5.1	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2	5	5.1	5.3	5.3	5.1		5.3	5.7	5.8	5	5.3	5	5.4	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8			5.7			5.8						5.9		5			
103904744				5.1	5.3	5.6	5.9	5.9	6.8	7	6.1		5.2	5.8	5.8	7.1	5.6	5			5		5.5	5.4		6.2	5.9	6	7.5	5.3		5	5.8	5.1		5.8		5.8	5.1	5.8		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.8	5			6.2	5.7	5.6	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2	5	5.1	6.2	5.3	5.1	5.7		5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.3	5.7	5.8	5.7		5.7	6	5.8	5.8					5.9	5.9		5	6.2		
103904797				5.1	5.3	5.6	5.9	6.4		5.6			5.2	5.8	5.8	5.1	5.6	5			5		5.5	5.4		5	5.6	5.3	5.9	5.3		6.5	5.2	5.1		5.8	5.9	5	5.1	5.4		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	6	5.6	5.7	5.1	5			5.8	5.7	5.1	5.2	5.2	7.1	5.1	5.3	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	5.2	5.7	5.8	5		5	5.1	5	5.1	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4	5.7	5.1	5.8	5.8	5.5				5.9	5.9		5			
103904886	5.8			6.9	5.3	5.6	5.9	6.5		5.6			5.5	5.8	5.8	5.5	5.6	5			6.3		5.5	5.4		5	5.6	5.3	6.5	5.3		5.1	5.8	5.1		5.8	6.6	5	5.1	5.8	5.8	5.5	5.8	5.1	5.1	5.1	5.5	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.1	5			5.8	5.7	5.1	5.2	5.2	5.9	5.1	5.8	5.2	5.2	5.2	5	5.1	6.4	5.3	5.1	5.7	5.2	5.7	6.9	5	5.3	5	5.2	5	5.5		5.2	5.1	5	6.1	5.1	5.7	5.8	5.7		5.7	5.1	5.8	5.8					5.9	5.9		5			
103905007				5.1	5.3	5.6	5.9	5.6		5.6			5.2	5.8	5.8	5.1	5.6				5		5.5	5.4		5	5.6	5.3	5.9	5.3		5	5.8	5.1		5.8	5.9	6.3	5.1	5.8		5.5	5.8		5.1	5.1		5.7	5.8	5.7	5.9	5.8		5.7	7	5			5.8	5.7	5.6	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	5.2	5.7	7	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7			5.1	5.8	5.8					5.9	5.9		5			
103905055					5.3	5.6	5.9	5.2	7.4	5.9	7.4		5.3	7.8	6.7	7	6.4	7.5			6.5		5.5	5.4		5.9	5.6	5.3	6	5.3		6.7	7.4	6.4		5.8	8	6.3	6.8	6.3		5.5	5.9	5.1	6.8	6.4	5.7	6.4	5.8	6.6	6.3	5.8	6.3	6.5	6.1	7.4			5.8	7.1	5.8	5.3	5.4	5.9	6.2	6.9	5.2	5.1	5.2		6.6	6	5.3	7.4	5.7	7.5	7.5	6	5	5.3	5.9	5.1	5	5.8	7	5.5	5.3	5	5.1	5.1	7	5.8	6.6		5.7	5.7	5.8	6.8					5.9	6.5		5	7		
103905102				5.1	5.3	5.6	5.9	5.2	6.4	5.6	6.1		5.2	5.8	5.8	5.1	5.6	5.1			5		5.5	5.4		5	5.6	5.3		5.3		5	5.8	5.1		5.8	5.9	5	5.1	5.8		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.1	5			5.8	7.7	5.1	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	5.2	5.7	5.2	5	5.3	5.7	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7			5.1	5.8	5.8						5.9		5.4	6.2		
103905168				5.1	5.3	5.6	5.9	5.2	6.4	5.6	6.1		5.2	5.8	5.8	5.1	5.6	5			5.2		5.5	5.4		5	5.6	5.3	5.9	5.3		5.1	5.8	5.1		5.8	5.9	5	5.1	5.8		5.5	5.8	5.1	5.1	5.1	5.1	6.5	5.8	5.7	5.9	5.8	5.6	5.7	5.1	5			5.8	5.7	5.1	5.2	5.2	5.9	5.1	5.8	7.7	5.1	5.2	5	5.1	6	5.3	5.1		5.2	5.7	5.7	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7		5.7	5.1	5.8	5.8					5.9	5.9		5	6.2		
103905191		5.4		5.1	5.3	6.2	5.9	5.5	5.6	5.7	6.1	5.4	5.3	5.7	5.4	5.4	5.4	5	5.5		5.2		8.4	7.9		5	5.6	5.3		5.3	5.5	5.2	5.4	5.3	5.6	5.3	5.5	5.3	5.4	5.5	5.5	5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.8	5.8		5.7	5.3	5.2	5.6	8.6	5.7	5.5	5.3	5.2	5.2	5.9	5.1	5.4	5.2	5.1		5	6.2	5	5.3	5.1	5.7	5.2	5.2	5.2	5		5	5.1	5	5.1	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4		5.1	5.8		5.5				5.2	5.2	5.5	5	6.2	5.4	5.4
103905263				6.4	5.3	5.6	5.9	5.7	6.4	5.6	6.1		7.2	5.8	5.8	5.1	5.6	5			5.3		5.5	5.4		5	5.6	5.3	5.9	5.3		5.1	6.5	6.8		5.8	5.9	7.1	6.4	5.8		5.5	5.8	5.1	6.1	5.9	6	5.7	5.8	5.7	5.9	5.8		5.7	7.3	6.3			5.8	5.7	5.1	5.2	5.2	5.9	5.1	7.1	6.8	6.6	6.9		5.2	6.3	5.3	6.4	7.8	7.2	5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	6.9	7.4	5.7		5.7	5.1	5.8	5.8						5.9		5	6.2		
103905449				5.1	5.3	5.6	5.9	6.1		5.6			5.2	6.1	5.8	5.1	5.6	5			6.4		5.5	5.4		5	5.6	5.3	5.9	5.3		5.5	5.8	5.1		5.8	5.9	5	5.1	5.8		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.1	6.3			5.8	5.7	5.1	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2		5.1	5.4	5.3	5.1	5.9	5.2	5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7		5.7	5.1	5.8	5.8					5.5	5.9		5.1			
103905525				5.1	5.3	8	5.9	5.2	6.4	6.5	7.9		6.9	5.8	5.8	5.8	6.9	7.1			6.3		5.5	5.4		5	5.6	5.3	5.9	5.3		5	5.8	5.1		5.8	7	5	6.4	5.8		5.5	6.3	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8		6.5	5.1	5			5.8	5.7	5.6	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2		5.1	5	5.3	5.1	5.7	5.2	7.3	5.2	5	5.3	5	5.1	5	7.9	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	6.5		6.8	5.1	5.8	7						6.5		6.2	7.2		
103905550				5.1	5.3	5.8	5.9	5.9		5.6	6.1		6.9	5.8	5.8	5.7	5.9	5			5.4		5.6	5.4		5	5.6	5.3	5.9	5.3		6.1	5.6	5.1		5.8	5.9	5	5.1	5.9		5.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.1	5			5.8	5.7	5.9	5.2	5.2	5.9	6.4	5.3	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	6.3	5.3	5.2	5		5.7	5.4	5	5.1	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4	5.7	5.2	5.8	5.8	5.5				5.9	5.9		6			
103904275				5.1	5.2	8.7	5.9	5.2	9.3	8.8	6.6		5.2	5.9	5.8	8.3	6.6	5.4			6.4		5.5	5.5		5.9	6.5	6.8	6.6	5.3		5.4	5.2	5.1		5.8	7.8	6.1	5.9	7.3		5.9	6.1	5.1	5.1	5.1	6.6	5.7	5.8	5.7	6.9	5.8	5.6	5.7	7	5.7			5.8	5.7	6	5.2	5.2	5.9	5.1	5.6	6.1	5.8	5.6	5.3	5.1	6.6	5.3	5.1	5.9	6.8	6.2	5.2	5		6.6	5.9	5	6.6	5.4	5.2	5.6	5	5.1	5.1	5.7	5.8	7.8	5.4	5.7	5.8	5.8	5.8	5.5				5.8	5.9		5	6.7		
103904276				5.1	5.2	8.7	5.9	5.2		9.1	6.6		5.2	6.4	6.2	8.6	6.8	5.4			6.1		5.5	6		6.2	6.8	7.2	8	5.3	10.1	5	5.4	5.1		5.8	8.1	6.3	6.1	7.7		6.1	5.8	5.1	5.1	5.1	6.5	5.7	5.8	6.7	7.4	5.8	5.6	6.2	7	5			6.2	5.7	6.3	5.5	5.8	5.9	5.1	5.1	6	5.4	5.3	5	5.1	6.2	5.3	5.1	6.4	7.7	6.5	5.2	5		7	5.1	5	7	5.4	5.2	5.4	5	5.1	5.4	5.7	5.8	8.2	5.4	5.8	5.5	5.8	5.9	5.5				6.2	6.3		5	6.8		
103904287				5.1	5.2	8	5.9	5.2	8.9	8.4	6.3		5.2	5.8	5.8	8.3	7.1	5.7			6.6		5.5	5.4		6.7	5.6	5.6	6.4	5.3		5	5.8	5.1		6.1		6	5.1	7.2		6.5	5.8	5.1	5.1	5.1	5.1	5.7	5.8	5.7	6.2	5.8	5.6	5.7	6.2	5			5.8	5.7	6.5	5.2	5.2	5.9	5.1	5.8	5.8	6	5.2	5	5.1	5.3	5.3	5.1	5.7		5.7	5.2	5	5.3	6.4	5.1	5	5.5	5.4	5.2	5.1	5	5.5	5.3	5.7	5.8	7		6	5.4	5.8	5.8					5.9	5.9		5	7.4		
103904330				5.2	5.2	7.7	5.9	5.3	8	7.5	6.2		5.8	5.8	5.8	7.2	5.8	5			5.4		5.5	5.4		5.1	5.9	6.8	7.5	5.3		5.2	5.5	5.1		5.8	6.9	6	6.7	6.8		5.5	5.9	5.5	5.3	5.3	6.3	5.7	5.8	5.7	5.9	5.8	5.6	5.7	7.5	5			5.8	5.7	5.1	5.2	5.2	5.9	5.4	5.3	5.5	5.2	5.2	5	5.1	6.5	5.8	5.1	5.7	7.3	5.4	5.2	5	5.3	7.5	5.1	5	6.8	5.4	5.2	5.1	5	5.7	5.3	5.7	5.8	8.5	5.4	5.7	5.5	5.8	5.8	6.1				6.8	5.9		5	6.2		
103904331				5.1	5.2	5.6	5.9	5.2	6.4	5.6	6.1		5.2	5.8	5.8	5.1	6.1	5.3			7.3		5.5	5.4		5.4	5.6	5.3	5.9	5.3		5	7.2	5.1		5.8		5	6.1	9.2		5.7	5.8	5.1	5.1	5.4	5.1	5.7	5.8	5.7	5.9	5.8	5.6	5.7	5.1	5			5.8	5.7	6.3	6.1	5.6	5.9	5.1		5.5	5.3	5.2	5	5.1	7.7	5.7	5.7	5.8		5.7	5.2	5	5.3	7.4	5.1	5	5.5	5.4	5.2	5.1	5	5.4	5.1	5.7	5.8	6.5		5.7	6.3	5.8	5.8					5.9	5.9		5	6.2		
103904336				5.1	5.2	7.3	5.9	5.2	8.8		7.5		5.2	5.8	6.6		8.1	5			6.4		5.5	5.4		6.8	5.9	5.6	7.9	5.3		5	5.8	5.1		5.8	8.5	5.2	5.3	8.7		7.9	8.3	5.5	5.1	5.1	5.1			7.5	7.6	5.8	5.6	5.7	6.1	5			5.8	5.7	7.3	5.2	5.2	5.9	5.1	5.8	5.2	5.1	5.2	5	5.1	5.1	5.3	5.1	5.7	6.1	7	5.2	5	5.3	7.5	5.1	5	6.9	6	5.2	5.1	5	5.1	5.1	5.7	5.8	8		6.1	6.4	5.8	6.4					7.8	7.2		5			
103904338				5.1	5.2	9	5.9	6.5	8.7	9.4	6.3		5.2	5.8	5.8		6.3	5.1											6.8														5.8		5.1	5.1		5.7	5.8	5.7	9.5											5.2	5.2	5.9	5.1	5.3	6	6.2	5.8	5.1							5.7	5.2				6	5	6.2	5.4								8	5.4	5.7				5.5				6.5	5.9		5	6.2		
103904342				5.1	5.2	9	5.9	6.5	8.7	9.4	6.3		5.2	5.8	5.8		6.3	5.1			5.7		5.7	5.9		5.1	5.8	5.7	6.8	5.3		5	5.2	5.1		5.8	6.3	5.9	5.5	6.3		6.4	5.8	5.1	5.1	5.1	5.2	5.7	5.8	5.7	9.5	5.8	5.6	5.7	5.8	5			5.8	5.7	5.1	5.2	5.2	5.9	5.1	5.3	6	6.2	5.8	5.1	5.1	5.7	5.3	5.1	6	6.3		5.2	5	5.3	5.5	6	5	6.2	5.4	5.2	5.5	5	5.2	5.4	5.7	5.8	8	5.4	5.7	5.1	5.8	5.8	5.5				6.5	5.9		5	6.2		
103904346				5.1	5.2	5.9	5.9	5.2	8.5	8.8	6.3		5.3	5.8	5.8	7.7	6.8	5			5.2		5.5	5.4		6	5.6	6.1		5.3		5	5.8	5.1		5.8	7.4	5.4	5.2	6.7		5.5	5.8	5.1	5.1	5.1	7	5.7	5.8	5.9	5.9	5.8	5.6	5.7	5.7	5			6.5	5.7	5.3	5.2	5.2	5.9	5.1	5.8	5.3	5.5	5.2	5	5.1	6.1	5.3	5.1	6.4	6	5.7	5.2	5	5.3	6.6	5.1	5	7	5.4	5.2	5.1	5	5.1	5.3	5.7	5.8	7.4			5.9	5.8	6.4						5.9		5	6.2		
